,,A,B,C,D,E,F
Grid,2030-01-03 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-03 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-04 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-05 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-06 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-07 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-08 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-09 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-10 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-11 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-12 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-13 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-14 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-15 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-16 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-17 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-18 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-19 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-20 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-21 22:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 00:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 02:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 04:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 06:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 08:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 10:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 12:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 14:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 16:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 18:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
Grid,2030-01-22 20:00:00,0.0,0.0,0.0,2000000000.0,1619078.9402691205,266477.8057934216
